Protein,Gene_x,Protein_Description,chart,b_LnLM1,t12_LnLM1,b_LnLM2,t12_LnLM2,b_CFit,t12_CFit
Q9H2U2,PPA2,"Inorganic pyrophosphatase 2, mitochondrial",1,0.07730190184860487,8.96675455563135,0.07730190184860487,8.96675455563135,0.07631592759843266,9.082601789330552
Q9NQ55,PPAN,Suppressor of SWI4 1 homolog,1,0.19111721968262974,3.6268169959305037,0.1911172196826297,3.626816995930504,0.4168708802674357,1.6627383042808597
Q06203,PPAT,Amidophosphoribosyltransferase,1,0.14953673800402767,4.635296916409103,0.14953673800402767,4.635296916409103,0.150600247389911,4.602563359443595
Q96CD2,PPCDC,Phosphopantothenoylcysteine decarboxylase,1,0.049839242612943674,13.90765878893852,0.04983924261294368,13.907658788938518,0.048952598620843724,14.159558431792982
Q9HAB8,PPCS,Phosphopantothenate--cysteine ligase,1,0.1494154239959868,4.6390604264427395,0.1494154239959868,4.6390604264427395,0.15025564417854512,4.613119090130787
Q9H3Y8,PPDPF,Pancreatic progenitor cell differentiation and proliferation factor,1,0.5913733224684381,1.1720974792482948,0.5913733224684381,1.1720974792482948,1.6640083610949439,0.4165527029586819
Q13136,PPFIA1,Liprin-alpha-1,1,0.19990799617924115,3.4673309412718885,0.19990799617924115,3.4673309412718885,0.20475878408508516,3.3851889854547874
O75334,PPFIA2,Liprin-alpha-2,1,0.3113840321907899,2.226020312227324,0.3113840321907899,2.226020312227324,0.3267569268297395,2.121292996861602
O75145,PPFIA3,Liprin-alpha-3,1,0.2678097413043914,2.5882074982930408,0.26780974130439145,2.5882074982930403,0.2886950233385322,2.400966849183059
O75335,PPFIA4,Liprin-alpha-4,0,,,,,,
Q86W92,PPFIBP1,Liprin-beta-1,1,0.3537127325552072,1.9596331055223166,0.3537127325552072,1.9596331055223166,0.5432680459552208,1.275884318469705
Q8ND30,PPFIBP2,Liprin-beta-2,1,0.3021332066603283,2.2941774200252425,0.30213320666032834,2.294177420025242,0.3703986202527481,1.8713546505301881
Q8NEY8,PPHLN1,Periphilin-1,1,0.28433307337809927,2.437800050218621,0.28433307337809927,2.437800050218621,0.3314553762077314,2.09122322434599
P62937,PPIA,Peptidyl-prolyl cis-trans isomerase A,1,0.12710734699822865,5.453242451591763,0.12710734699822865,5.453242451591763,0.13560149146314135,5.11164864840999
P23284,PPIB,Peptidyl-prolyl cis-trans isomerase B,1,0.13155260015297876,5.268973625408424,0.13155260015297873,5.268973625408425,0.13556911869811233,5.112869267103945
P45877,PPIC,Peptidyl-prolyl cis-trans isomerase C,0,,,,,,
Q08752,PPID,Peptidyl-prolyl cis-trans isomerase D,1,0.16540296914671698,4.190657423719551,0.16540296914671698,4.190657423719551,0.17296490233987022,4.007444118332946
Q9UNP9,PPIE,Peptidyl-prolyl cis-trans isomerase E,1,0.2152784627375918,3.219770207133258,0.2152784627375918,3.219770207133258,0.23764420620060894,2.9167434445038416
P30405,PPIF,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial",1,0.11552745516269039,5.999848084456008,0.11552745516269039,5.999848084456008,0.11913794587326816,5.818021919710399
Q13427,PPIG,Peptidyl-prolyl cis-trans isomerase G,1,0.11498960137064215,6.027911848530956,0.11498960137064215,6.027911848530956,0.11920794254159375,5.814605686345891
O43447,PPIH,Peptidyl-prolyl cis-trans isomerase H,1,0.11382592797249871,6.089536829670436,0.11382592797249873,6.089536829670436,0.11254449443720667,6.158872399988268
Q9Y3C6,PPIL1,Peptidyl-prolyl cis-trans isomerase-like 1,1,0.10348851528910034,6.69781742083751,0.10348851528910034,6.69781742083751,0.1025245351308145,6.760793205992454
Q13356,PPIL2,RING-type E3 ubiquitin-protein ligase PPIL2,1,0.358773521941063,1.9319909028119724,0.35877352194106304,1.9319909028119722,0.49007506456968747,1.414369411283078
Q9H2H8,PPIL3,Peptidyl-prolyl cis-trans isomerase-like 3,1,0.11231559721724511,6.171424074069014,0.1123155972172451,6.171424074069015,0.11451938773521698,6.052662298217901
Q8WUA2,PPIL4,Peptidyl-prolyl cis-trans isomerase-like 4,1,0.2660743827087214,2.6050879964598157,0.2660743827087214,2.6050879964598157,0.31580066328838274,2.19488829865749
Q6PFW1,PPIP5K1,Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1,1,0.1669086410942347,4.152853776867085,0.1669086410942347,4.152853776867085,0.1824288792496423,3.7995474368475266
O43314,PPIP5K2,Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2,1,0.2232436760071959,3.104890552588835,0.2232436760071959,3.104890552588835,0.22584194476720446,3.0691693753985083
O60437,PPL,Periplakin,1,0.6029981003925288,1.149501433103575,0.6029981003925289,1.1495014331035749,0.5869608460957575,1.1809087184784117
P35813,PPM1A,Protein phosphatase 1A,1,0.2182650292232706,3.1757134114732684,0.21826502922327057,3.175713411473269,0.2257919685634866,3.0698486973200336
O75688,PPM1B,Protein phosphatase 1B,1,0.17102647353549486,4.052864835665862,0.17102647353549486,4.052864835665862,0.1785714063659923,3.8816246938174443
O15297,PPM1D,Protein phosphatase 1D,0,,,,,,
Q8WY54,PPM1E,Protein phosphatase 1E,1,0.181756260000373,3.8136082936484432,0.181756260000373,3.8136082936484432,0.25645880107955416,2.702762305844709
P49593,PPM1F,Protein phosphatase 1F,1,0.11145816345723815,6.218900070301957,0.11145816345723815,6.218900070301957,0.12182949513459912,5.689485783341263
O15355,PPM1G,Protein phosphatase 1G,1,0.19477789664336684,3.5586542030951254,0.19477789664336684,3.5586542030951254,0.20354353488758792,3.405400131931252
Q9ULR3,PPM1H,Protein phosphatase 1H,1,0.13233967930741966,5.2376368462386305,0.13233967930741963,5.237636846238631,0.13365281034086976,5.186177370996796
Q5JR12,PPM1J,Protein phosphatase 1J,0,,,,,,
Q8N3J5,PPM1K,"Protein phosphatase 1K, mitochondrial",0,,,,,,
Q5SGD2,PPM1L,Protein phosphatase 1L,1,0.2951202277169843,2.3486942454675206,0.2951202277169843,2.3486942454675206,0.37365540037011324,1.8550439251603723
Q9Y570,PPME1,Protein phosphatase methylesterase 1,1,0.17498758191537248,3.961122114911933,0.17498758191537248,3.961122114911933,0.17855782154694835,3.881920010867155
P50336,PPOX,Protoporphyrinogen oxidase,1,0.07838095800515747,8.843310903578598,0.07838095800515747,8.843310903578598,0.07986186838652895,8.679325873082941
P62136,PPP1CA,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit,1,0.16034802212916602,4.322767261834952,0.160348022129166,4.322767261834953,0.17001969031908887,4.076864151787733
P62140,PPP1CB,Serine/threonine-protein phosphatase PP1-beta catalytic subunit,1,0.2706448015410313,2.5610954897829807,0.27064480154103127,2.5610954897829816,0.30061298444236495,2.3057792458490396
P36873,PPP1CC,Serine/threonine-protein phosphatase PP1-gamma catalytic subunit,1,0.19927559123253974,3.478334583140663,0.19927559123253974,3.478334583140663,0.21815128028170755,3.1773692992535105
Q96QC0,PPP1R10,Serine/threonine-protein phosphatase 1 regulatory subunit 10,1,0.3424816913925068,2.023895577429722,0.34248169139250684,2.0238955774297214,0.4118992175554836,1.6828077136771378
O60927,PPP1R11,E3 ubiquitin-protein ligase PPP1R11,1,0.21049781675591936,3.2928948681861017,0.21049781675591936,3.2928948681861017,0.22318255963343353,3.105740796675178
O14974,PPP1R12A,Protein phosphatase 1 regulatory subunit 12A,1,0.3088057974704019,2.2446054647869147,0.3088057974704019,2.2446054647869147,0.3262551291141721,2.1245556581499145
O60237,PPP1R12B,Protein phosphatase 1 regulatory subunit 12B,1,0.47703398307324935,1.4530352242295312,0.47703398307324935,1.4530352242295312,0.5993128265230216,1.156569907874847
Q9BZL4,PPP1R12C,Protein phosphatase 1 regulatory subunit 12C,1,0.19177585356627172,3.6143610765909866,0.19177585356627172,3.6143610765909866,0.1988261427139396,3.4861973938568442
Q96KQ4,PPP1R13B,Apoptosis-stimulating of p53 protein 1,1,0.27905735977934254,2.4838878326234926,0.27905735977934254,2.4838878326234926,0.7388096170413965,0.938194582977535
Q96A00,PPP1R14A,Protein phosphatase 1 regulatory subunit 14A,1,0.2603409952186247,2.6624588262707762,0.2603409952186247,2.6624588262707762,0.2701353294358234,2.565925686238747
Q96C90,PPP1R14B,Protein phosphatase 1 regulatory subunit 14B,1,0.11910003180229656,5.819874017418857,0.11910003180229656,5.819874017418857,0.12058810481048483,5.748056009747305
Q8TAE6,PPP1R14C,Protein phosphatase 1 regulatory subunit 14C,1,0.27199493418308596,2.5483826845590154,0.27199493418308596,2.5483826845590154,0.27791713676867447,2.494078589824021
Q96I34,PPP1R16A,Protein phosphatase 1 regulatory subunit 16A,1,0.13624993249730905,5.087321276828046,0.13624993249730907,5.087321276828044,0.13073474942406016,5.301935282038945
Q6NYC8,PPP1R18,Phostensin,1,0.20019060265099511,3.462436155249267,0.20019060265099511,3.462436155249267,0.20600971889304667,3.3646333982903207
Q13522,PPP1R1A,Protein phosphatase 1 regulatory subunit 1A,1,0.11416985436614988,6.0711926489542405,0.11416985436614988,6.0711926489542405,0.11773234656381289,5.887482928782431
P41236,PPP1R2,Protein phosphatase inhibitor 2,1,0.34175972859996817,2.0281710293938064,0.34175972859996817,2.0281710293938064,0.34376468186634884,2.0163420418780302
Q6ZMI0,PPP1R21,Protein phosphatase 1 regulatory subunit 21,1,0.20763945904672856,3.338224746597682,0.20763945904672856,3.338224746597682,0.21792139258891377,3.1807211413497893
Q8TAP8,PPP1R35,Protein phosphatase 1 regulatory subunit 35,1,0.13482493598708298,5.141090373863429,0.13482493598708295,5.14109037386343,0.119485514126201,5.801098029572363
O75864,PPP1R37,Protein phosphatase 1 regulatory subunit 37,1,0.3047127432563747,2.27475612983063,0.3047127432563747,2.27475612983063,0.5198578123430322,1.3333399327710147
O95685,PPP1R3D,Protein phosphatase 1 regulatory subunit 3D,1,0.3197602511677195,2.167709019581606,0.31976025116771944,2.1677090195816064,0.3238440372482087,2.140373453992874
Q9H7J1,PPP1R3E,Protein phosphatase 1 regulatory subunit 3E,1,0.19903135655972765,3.482602905095196,0.1990313565597276,3.482602905095197,0.20294036845069524,3.415521445297596
Q6ZSY5,PPP1R3F,Protein phosphatase 1 regulatory subunit 3F,1,0.19517916413858138,3.5513379905029,0.19517916413858136,3.5513379905029003,0.20002792239572983,3.4652521120958384
Q15435,PPP1R7,Protein phosphatase 1 regulatory subunit 7,1,0.16627023930224957,4.1687988389788,0.16627023930224957,4.1687988389788,0.1685512447570032,4.112382448193967
Q12972,PPP1R8,Nuclear inhibitor of protein phosphatase 1,1,0.18643906061580945,3.7178216746559203,0.18643906061580945,3.7178216746559203,0.18772963621601046,3.6922629507595586
Q9ULJ8,PPP1R9A,Neurabin-1,1,0.3543572172342536,1.9560690366910998,0.3543572172342536,1.9560690366910998,0.3861039353342905,1.7952346949269382
Q96SB3,PPP1R9B,Neurabin-2,1,0.21870435619022432,3.169334130487373,0.21870435619022432,3.169334130487373,0.23428514917019155,2.958562175259444
P67775,PPP2CA,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform,1,0.2363468677898592,2.932753825095057,0.23634686778985922,2.9327538250950567,0.2521473430206458,2.7489767381891093
P62714,PPP2CB,Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform,1,0.24059416428526376,2.8809808526282703,0.24059416428526376,2.8809808526282703,0.2662547482242415,2.603323265342003
P30153,PPP2R1A,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform,1,0.21584482738210295,3.2113217118374107,0.21584482738210295,3.2113217118374107,0.23318255520867257,2.9725516127896245
P30154,PPP2R1B,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform,1,0.1251324314268413,5.539308815917909,0.1251324314268413,5.539308815917909,0.13971597607868685,4.961116115808909
P63151,PPP2R2A,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform,1,0.1338103774094567,5.180070439820454,0.1338103774094567,5.180070439820454,0.13707694965815148,5.056628282789675
Q00005,PPP2R2B,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B beta isoform,1,0.3457240939521064,2.0049143021428173,0.3457240939521064,2.0049143021428173,0.6567614066769426,1.0554018148951627
Q9Y2T4,PPP2R2C,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B gamma isoform,1,0.3176147566820481,2.1823519404478686,0.3176147566820481,2.1823519404478686,0.32546672143305555,2.1297021628139547
Q66LE6,PPP2R2D,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform,1,0.14338521693719758,4.834160699171256,0.1433852169371976,4.834160699171255,0.1570555484077887,4.413388686913596
Q06190,PPP2R3A,Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit alpha,1,0.40538131891715823,1.7098646341460877,0.40538131891715823,1.7098646341460877,0.5518450175329386,1.256054070504628
Q9Y5P8,PPP2R3B,Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit beta,1,0.23872580516341846,2.903528506628997,0.23872580516341846,2.903528506628997,0.24685788644627182,2.8078794262495945
Q969Q6,PPP2R3C,Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit gamma,0,,,,,,
Q15172,PPP2R5A,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform,1,0.09090355828778535,7.6250830398251095,0.09090355828778535,7.6250830398251095,0.09276338463687989,7.472206660777351
Q15173,PPP2R5B,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit beta isoform,1,0.29582772684120384,2.34307712789889,0.29582772684120384,2.34307712789889,0.336234291709972,2.0615005597282687
Q13362,PPP2R5C,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform,1,0.18343513565986033,3.7787045435244893,0.18343513565986033,3.7787045435244893,0.18910577337766324,3.665394071156467
Q14738,PPP2R5D,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform,1,0.1497855791048371,4.627596225901036,0.1497855791048371,4.627596225901036,0.15252148318539974,4.544587202298446
Q16537,PPP2R5E,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform,1,0.16845298290033842,4.114781279771288,0.16845298290033842,4.114781279771288,0.17789729540423013,3.896333437700275
Q08209,PPP3CA,Protein phosphatase 3 catalytic subunit alpha,1,0.24770988929689416,2.7982216718411657,0.24770988929689416,2.7982216718411657,0.2661110443911594,2.604729097756202
P16298,PPP3CB,Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform,1,0.20226889977903353,3.4268598945125346,0.20226889977903356,3.426859894512534,0.21725696256592367,3.190448639129893
P48454,PPP3CC,Serine/threonine-protein phosphatase 2B catalytic subunit gamma isoform,1,0.25980241261036635,2.6679782285142957,0.25980241261036635,2.6679782285142957,0.2581025081308867,2.6855499606708295
P63098,PPP3R1,Calcineurin subunit B type 1,1,0.24326952149201267,2.849297258073094,0.24326952149201264,2.8492972580730944,0.2595105786477999,2.670978517221312
P60510,PPP4C,Serine/threonine-protein phosphatase 4 catalytic subunit,1,0.25678419137040226,2.699337435302256,0.2567841913704023,2.6993374353022555,0.2718570389530033,2.5496753118089086
Q8TF05,PPP4R1,Serine/threonine-protein phosphatase 4 regulatory subunit 1,1,0.16676500969934313,4.1564305474488,0.16676500969934313,4.1564305474488,0.16603619320158752,4.174675215050148
Q9NY27,PPP4R2,Serine/threonine-protein phosphatase 4 regulatory subunit 2,1,0.3093845133334266,2.24040684225501,0.3093845133334265,2.2404068422550107,0.33655100795943227,2.0595605544687507
Q6IN85,PPP4R3A,Serine/threonine-protein phosphatase 4 regulatory subunit 3A,1,0.17581346831495917,3.9425146844735135,0.17581346831495917,3.9425146844735135,0.18116736159923894,3.8260047198416403
Q5MIZ7,PPP4R3B,Serine/threonine-protein phosphatase 4 regulatory subunit 3B,1,0.16149119359560768,4.29216705336679,0.16149119359560768,4.29216705336679,0.17394003487933798,3.9849778174459995
Q6NUP7,PPP4R4,Serine/threonine-protein phosphatase 4 regulatory subunit 4,1,0.28086412815445944,2.467909252472261,0.2808641281544594,2.4679092524722614,0.28172561475614794,2.4603626516527783
P53041,PPP5C,Serine/threonine-protein phosphatase 5,1,0.13240718144945116,5.2349666609629235,0.13240718144945116,5.2349666609629235,0.1589578770491616,4.36057145092327
O00743,PPP6C,Serine/threonine-protein phosphatase 6 catalytic subunit,1,0.1602990218591396,4.324088647085059,0.1602990218591396,4.324088647085059,0.16555539216108428,4.1867991825087625
Q9UPN7,PPP6R1,Serine/threonine-protein phosphatase 6 regulatory subunit 1,1,0.1573752830747786,4.404422136801424,0.15737528307477863,4.404422136801423,0.1672007704910724,4.145598004866583
O75170,PPP6R2,Serine/threonine-protein phosphatase 6 regulatory subunit 2,1,0.18443168979214689,3.7582867745836785,0.18443168979214686,3.758286774583679,0.1881032690223718,3.6849289444167335
Q5H9R7,PPP6R3,Serine/threonine-protein phosphatase 6 regulatory subunit 3,1,0.14736838181428805,4.7034999775829895,0.14736838181428805,4.7034999775829895,0.15376616271482163,4.507800470025857
P50897,PPT1,Palmitoyl-protein thioesterase 1,1,0.12926452392726723,5.362238296332223,0.12926452392726723,5.362238296332223,0.1273761909212303,5.441732678194067
Q9UMR5,PPT2,Lysosomal thioesterase PPT2,1,0.20590128189561033,3.3664053675555223,0.20590128189561033,3.3664053675555223,0.21939378370252166,3.159374750105914
Q8NI37,PPTC7,Protein phosphatase PTC7 homolog,1,0.13636224515308823,5.083131183281544,0.13636224515308823,5.083131183281544,0.1348031738417673,5.141920333222757
Q96BP3,PPWD1,Peptidylprolyl isomerase domain and WD repeat-containing protein 1,1,0.1189415835561361,5.827626973141862,0.11894158355613609,5.827626973141863,0.12026107818092312,5.763686730940172
O60828,PQBP1,Polyglutamine-binding protein 1,1,0.33954512711475654,2.041399287481694,0.33954512711475654,2.041399287481694,0.3337096361303306,2.0770966897978216
Q9BSG0,PRADC1,Protease-associated domain-containing protein 1,1,0.24954300671248053,2.7776662215125842,0.2495430067124805,2.7776662215125847,0.29133764871755197,2.379188490094332
O60831,PRAF2,PRA1 family protein 2,1,0.16229933521424258,4.270794945924819,0.16229933521424256,4.27079494592482,0.165580069824966,4.18617519181305
