,gene,UniProtID,pDesc,pLength,pMass,subLoc,abundanceLevel,avgCopyN
4179,KEAP1,Q14145,Kelch-like ECH-associated protein 1,624,69666,Cytoplasm; Nucleus,Low,899.0065467843332
4180,KHDC4,Q7Z7F0,KH homology domain-containing protein 4,614,64845,Nucleus; Cytoplasm,Low,1011.9595146672775
4181,KHDRBS1,Q07666,"KH domain-containing, R-binding, sigl transduction-associated protein 1",443,48227,Nucleus; Cytoplasm; Membrane,High,410242.4590402668
4182,KHDRBS2,Q5VWX1,"KH domain-containing, R-binding, sigl transduction-associated protein 2",349,38927,Nucleus,Low,3272.9902666485314
4183,KHDRBS3,O75525,"KH domain-containing, R-binding, sigl transduction-associated protein 3",346,38800,Nucleus,Medium,15869.185081219766
4184,KHK,P50053,Ketohexokise,298,32523,,Very Low,
4185,KHNYN,O15037,Protein KHNYN,678,74534,,Very Low,817.9268684484892
4186,KHSRP,Q92945,Far upstream element-binding protein 2,711,73115,Nucleus; Cytoplasm,High,574298.6512307315
4187,KIAA0319,Q5VV43,Dyslexia-associated protein KIAA0319,1072,117763,Cell membrane; Early endosome membrane,Medium,
4188,KIAA0319L,Q8IZA0,Dyslexia-associated protein KIAA0319-like protein,1049,115658,"Cytoplasmic granule membrane; Golgi apparatus membrane; Golgi apparatus, trans-Golgi network membrane; Cell membrane",Very Low,129.27156968723466
4189,KIAA0513,O60268,Uncharacterized protein KIAA0513,411,46639,Cytoplasm,Medium,10218.460432386612
4190,KIAA0586,Q9BVV6,Protein TALPID3,1533,169307,"Cytoplasm, cytoskeleton, microtubule organizing center, centrosome; Photoreceptor inner segment; Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole; Cytoplasm, cytoskeleton, cilium basal body",Very Low,
4191,KIAA0825,Q8IV33,Uncharacterized protein KIAA0825,1275,147735,,Very Low,
4192,KIAA0930,Q6ICG6,Uncharacterized protein KIAA0930,404,45794,,Medium,8454.497251397943
4193,KIAA1143,Q96AT1,Uncharacterized protein KIAA1143,154,17465,,Medium,12148.432310520102
4194,KIAA1191,Q96A73,Putative monooxygese p33MONOX,305,33247,Cytoplasm,Low,4066.7484773509113
4195,KIAA1217,Q5T5P2,Sickle tail protein homolog,1943,214116,"Cytoplasm, cytoskeleton, microtubule organizing center, centrosome; Cytoplasm",Low,3144.199666331009
4196,KIAA1522,Q9P206,Uncharacterized protein KIAA1522,1035,107095,,Medium,
4197,KIAA1549,Q9HCM3,UPF0606 protein KIAA1549,1950,210755,"Membrane; Cell projection, cilium",Low,6322.611921540687
4198,KIAA1549L,Q6ZVL6,UPF0606 protein KIAA1549L,1849,198999,Membrane,Low,745.944951052963
4199,KIAA1586,Q9HCI6,E3 SUMO-protein ligase KIAA1586,787,89673,,Low  ,
4200,KIAA1755,Q5JYT7,Uncharacterized protein KIAA1755,1200,130846,,Very Low,
4201,KIAA1958,Q8N8K9,Uncharacterized protein KIAA1958,716,79212,,Low  ,
4202,KIAA2013,Q8IYS2,Uncharacterized protein KIAA2013,634,69157,Membrane,Low,1528.2844086185432
4203,KICS2,Q96MD2,KICSTOR subunit 2,445,50397,Lysosome membrane,Very Low,
4204,KIDINS220,Q9ULH0,Kise D-interacting substrate of 220 kDa,1771,196542,Membrane; Late endosome,Medium,22742.522165448467
4205,KIF11,P52732,Kinesin-like protein KIF11,1056,119159,"Cytoplasm; Cytoplasm, cytoskeleton, spindle pole",Low,2024.5930024831835
4206,KIF13A,Q9H1H9,Kinesin-like protein KIF13A,1805,202308,"Cytoplasm, cytoskeleton, microtubule organizing center, centrosome; Midbody; Endosome membrane; Golgi apparatus membrane",Medium,
4207,KIF13B,Q9NQT8,Kinesin-like protein KIF13B,1826,202789,"Cytoplasm, cytoskeleton; Cell projection, axon",Very Low,
4208,KIF14,Q15058,Kinesin-like protein KIF14,1648,186492,"Nucleus; Cytoplasm; Cytoplasm, cytoskeleton, spindle; Midbody",Low  ,
4209,KIF15,Q9NS87,Kinesin-like protein KIF15,1388,160160,"Cytoplasm; Cytoplasm, cytoskeleton, spindle",Low  ,781.0598727478975
4210,KIF17,Q9P2E2,Kinesin-like protein KIF17,1029,115068,"Cytoplasm, cytoskeleton; Cell projection, cilium; Cell projection, dendrite",Medium,
4211,KIF18B,Q86Y91,Kinesin-like protein KIF18B,852,93011,"Nucleus; Cytoplasm; Cytoplasm, cytoskeleton",Very Low,
4212,KIF19,Q2TAC6,Kinesin-like protein KIF19,998,111332,"Cytoplasm, cytoskeleton; Cell projection, cilium",Medium,6603.785907400896
4213,KIF1A,Q12756,Kinesin-like protein KIF1A,1690,191064,"Cytoplasm, cytoskeleton; Cell projection, neuron projection; Cell projection, axon; Cytoplasm, perinuclear region; Synapse; Cytoplasmic vesicle, secretory vesicle, neuronal dense core vesicle membrane",Medium,13051.999626299083
4214,KIF1B,O60333,Kinesin-like protein KIF1B,1816,204476,"Cytoplasm, cytoskeleton; Mitochondrion; Cell projection, axon.;[Isoform 1]: Cytoplasmic vesicle, secretory vesicle, synaptic vesicle",Low,2471.3948843449416
4215,KIF1C,O43896,Kinesin-like protein KIF1C,1103,122947,"Cytoplasm, cytoskeleton",High,
4216,KIF20A,O95235,Kinesin-like protein KIF20A,890,100278,"Golgi apparatus; Cytoplasm, cytoskeleton, spindle",Very Low,169.88830920283584
4217,KIF20B,Q96Q89,Kinesin-like protein KIF20B,1820,210629,"Nucleus; Cytoplasm, cytoskeleton, microtubule organizing center, centrosome; Nucleus, nucleolus; Nucleus, nucleoplasm; Cytoplasm, cytoskeleton, spindle; Cytoplasm, cytoskeleton, spindle pole; Midbody; Cell projection, axon; Cell projection, growth cone",Very Low,
4218,KIF21A,Q7Z4S6,Kinesin-like protein KIF21A,1674,187179,"Cytoplasm, cytoskeleton; Cell projection, dendrite; Cell projection, axon",High,47642.739345352864
4219,KIF21B,O75037,Kinesin-like protein KIF21B,1637,182662,"Cytoplasm, cytoskeleton; Cell projection, dendrite; Cell projection, growth cone; Cell projection, axon; Cytoplasmic vesicle",Medium,13065.707579916249
4220,KIF22,Q14807,Kinesin-like protein KIF22,665,73262,"Nucleus; Cytoplasm, cytoskeleton",Low  ,1080.1418809097404
4221,KIF23,Q02241,Kinesin-like protein KIF23,960,110059,"Nucleus; Cytoplasm, cytoskeleton, spindle; Midbody, Midbody ring",Very Low,517.3961341128121
4222,KIF24,Q5T7B8,Kinesin-like protein KIF24,1368,151903,"Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole; Cytoplasm, cytoskeleton, microtubule organizing center, centrosome",Low  ,
4223,KIF26A,Q9ULI4,Kinesin-like protein KIF26A,1882,194590,"Cytoplasm, cytoskeleton",Very Low,88.43547869186659
4224,KIF26B,Q2KJY2,Kinesin-like protein KIF26B,2108,223883,"Cytoplasm; Cytoplasm, cytoskeleton",Low  ,
4225,KIF27,Q86VH2,Kinesin-like protein KIF27,1401,160283,"Cytoplasm, cytoskeleton; Cell projection, cilium",High,
4226,KIF2A,O00139,Kinesin-like protein KIF2A,706,79955,Cytoplasm,High,149553.46243758168
4227,KIF2C,Q99661,Kinesin-like protein KIF2C,725,81313,"Cytoplasm, cytoskeleton; Nucleus; Chromosome, centromere; Chromosome, centromere, kinetochore",Low,1045.7585776023664
4228,KIF3A,Q9Y496,Kinesin-like protein KIF3A,699,80041,"Cytoplasm, cytoskeleton; Cell projection, cilium; Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole",Medium,22258.0466243168
4229,KIF3B,O15066,Kinesin-like protein KIF3B,747,85125,"Cytoplasm, cytoskeleton; Cell projection, cilium; Cell projection, dendritic spine",Medium,12488.338063684416
4230,KIF3C,O14782,Kinesin-like protein KIF3C,793,89454,"Cytoplasm, cytoskeleton",Medium,
4231,KIF4A,O95239,Chromosome-associated kinesin KIF4A,1232,139881,"Nucleus matrix; Cytoplasm; Cytoplasm, cytoskeleton, spindle; Midbody; Chromosome",Low  ,1261.999215377528
4232,KIF5A,Q12840,Kinesin heavy chain isoform 5A,1032,117378,"Cytoplasm, perinuclear region; Cytoplasm, cytoskeleton; Perikaryon",Medium,12259.107133880565
4233,KIF5B,P33176,Kinesin-1 heavy chain,963,109685,"Cytoplasm, cytoskeleton; Cytolytic granule membrane; Lysosome membrane",High,96148.1006352417
4234,KIF5C,O60282,Kinesin heavy chain isoform 5C,957,109495,"Cytoplasm, cytoskeleton; Cell projection, dendrite",High,588952.4516357294
4235,KIF7,Q2M1P5,Kinesin-like protein KIF7,1343,150587,"Cell projection, cilium; Cytoplasm, cytoskeleton, cilium basal body",Medium,
4236,KIFAP3,Q92845,Kinesin-associated protein 3,792,91205,,Low,2289.3567274189336
4237,KIFBP,Q96EK5,KIF-binding protein,621,71814,"Cytoplasm, cytoskeleton",Medium,10156.573351208943
4238,KIFC1,Q9BW19,Kinesin-like protein KIFC1,673,73748,"Nucleus; Cytoplasm, cytoskeleton, microtubule organizing center, centrosome; Cytoplasm, cytoskeleton, spindle; Early endosome",Low,1940.3693136423815
4239,KIFC2,Q96AC6,Kinesin-like protein KIFC2,838,90147,"Cytoplasm, cytoskeleton",Low  ,
4240,KIFC3,Q9BVG8,Kinesin-like protein KIFC3,833,92775,"Cell junction, adherens junction; Cytoplasm, cytoskeleton, microtubule organizing center, centrosome; Cytoplasmic vesicle membrane",Medium,
4241,KIN,O60870,D/R-binding protein KIN17,393,45374,Nucleus; Cytoplasm,Low  ,1070.4218615537852
4242,KIRREL1,Q96J84,Kin of IRRE-like protein 1,757,83536,Cell membrane,Low,1445.3618488346683
4243,KIRREL3,Q8IZU9,Kin of IRRE-like protein 3 (Kin of irregular chiasm-like protein 3) (Nephrin-like protein 2) [Cleaved into: Processed kin of IRRE-like protein 3],778,85255,Cell membrane.;[Processed kin of IRRE-like protein 3]: Secreted,Very Low,270.88079642758953
4244,KIRREL3-AS3,Q8N7Y1,Putative uncharacterized protein KIRREL3-AS3 (KIRREL3 antisense RNA 1) (KIRREL3 antisense gene protein 1) (Proline-rich protein 10),241,25772,,Low  ,
4245,KIT,P10721,Mast/stem cell growth factor receptor Kit,976,109865,[Isoform 1]: Cell membrane; Single-pass type I membrane protein.;[Isoform 2]: Cell membrane; Single-pass type I membrane protein.;[Isoform 3]: Cytoplasm,Low  ,
4246,KITLG,P21583,Kit ligand,273,30899,"[Isoform 1]: Cell membrane; Single-pass type I membrane protein.;[Isoform 2]: Cytoplasm; Cytoplasm, cytoskeleton; Cell membrane; Cell projection, lamellipodium; Cell projection, filopodium.;[Soluble KIT ligand]: Secreted",Very Low,
4247,KLC1,Q07866,Kinesin light chain 1,573,65310,"Cell projection, growth cone; Cytoplasmic vesicle; Cytoplasm, cytoskeleton",High,439722.6700767167
4248,KLC2,Q9H0B6,Kinesin light chain 2,622,68935,"Cytoplasm, cytoskeleton; Lysosome membrane",High,269669.684374101
4249,KLC3,Q6P597,Kinesin light chain 3 (KLC2-like) (kinesin light chain 2),504,55364,"Cytoplasm, cytoskeleton; Mitochondrion",High,
4250,KLC4,Q9NSK0,Kinesin light chain 4,619,68640,"Cytoplasm, cytoskeleton",High,116074.85098190256
4251,KLF12,Q9Y4X4,Krueppel-like factor 12,402,44240,Nucleus,Very Low,520.5787400394447
4252,KLF13,Q9Y2Y9,Krueppel-like factor 13,288,31180,Nucleus,Very Low,
4253,KLF3,P57682,Krueppel-like factor 3,345,38829,Nucleus,Low  ,
4254,KLHDC10,Q6PID8,Kelch domain-containing protein 10,442,49098,Nucleus; Cytoplasm,Low  ,
4255,KLHDC2,Q9Y2U9,Kelch domain-containing protein 2,406,46099,Nucleus,Medium,
4256,KLHDC3,Q9BQ90,Kelch domain-containing protein 3,382,43088,Cytoplasm,Low  ,
4257,KLHDC4,Q8TBB5,Kelch domain-containing protein 4,520,57892,,Low,2654.8347940117433
4258,KLHDC8A,Q8IYD2,Kelch domain-containing protein 8A,350,38859,,Very Low,
4259,KLHDC8B,Q8IXV7,Kelch domain-containing protein 8B,354,37676,Cytoplasm; Midbody,Low  ,
4260,KLHL11,Q9NVR0,Kelch-like protein 11,708,80148,,Medium,
4261,KLHL12,Q53G59,Kelch-like protein 12,568,63277,"Cytoplasmic vesicle, COPII-coated vesicle",Low  ,
4262,KLHL13,Q9P2N7,Kelch-like protein 13,655,73868,,Low  ,
4263,KLHL14,Q9P2G3,Kelch-like protein 14,628,70714,"Cytoplasm, cytosol; Endoplasmic reticulum membrane",Low  ,2379.720491691012
4264,KLHL15,Q96M94,Kelch-like protein 15,604,69775,Nucleus,Low  ,
4265,KLHL18,O94889,Kelch-like protein 18,574,63638,,Very Low,384.69207185882226
4266,KLHL2,O95198,Kelch-like protein 2,593,65975,"Cytoplasm, cytoskeleton; Cell projection, ruffle; Cell projection; Cell projection, lamellipodium",Low  ,
4267,KLHL20,Q9Y2M5,Kelch-like protein 20,609,67955,"Cytoplasm, perinuclear region; Nucleus; Golgi apparatus, trans-Golgi network; Cell projection, axon; Cell projection, dendrite",Medium,
4268,KLHL22,Q53GT1,Kelch-like protein 22,634,71667,"Cytoplasm, cytosol; Cytoplasm, cytoskeleton, microtubule organizing center, centrosome; Cytoplasm, cytoskeleton, spindle; Nucleus; Lysosome",Low,2147.3106770027384
4269,KLHL24,Q6TFL4,Kelch-like protein 24,600,68361,"Perikaryon; Cell projection, axon; Cytoplasm; Cell junction, desmosome; Cell junction, adherens junction",Very Low,
4270,KLHL25,Q9H0H3,Kelch-like protein 25,589,65923,,Low  ,
4271,KLHL26,Q53HC5,Kelch-like protein 26,615,68139,,Very Low,526.5729950258682
4272,KLHL28,Q9NXS3,Kelch-like protein 28,571,64192,,Low  ,
4273,KLHL29,Q96CT2,Kelch-like protein 29,875,94228,,Medium,
4274,KLHL3,Q9UH77,Kelch-like protein 3,587,64970,"Cytoplasm, cytoskeleton; Cytoplasm, cytosol",Medium,
4275,KLHL35,Q6PF15,Kelch-like protein 35,583,62892,,Very Low,
4276,KLHL36,Q8N4N3,Kelch-like protein 36,616,69896,,Low  ,
4277,KLHL4,Q9C0H6,Kelch-like protein 4,718,80245,"Cytoplasm, cytoskeleton",Low  ,
4278,KLHL41,O60662,Kelch-like protein 41,606,68037,"Cytoplasm; Cytoplasm, cytoskeleton; Cell projection, pseudopodium; Cell projection, ruffle; Cytoplasm, myofibril, sarcomere, M line; Sarcoplasmic reticulum membrane; Endoplasmic reticulum membrane",Medium,
4279,KLHL42,Q9P2K6,Kelch-like protein 42,505,56868,"Cytoplasm; Cytoplasm, cytoskeleton, spindle",Medium,9012.067593290361
4280,KLHL5,Q96PQ7,Kelch-like protein 5,755,84457,"Cytoplasm, cytoskeleton",Very Low,
4281,KLHL7,Q8IXQ5,Kelch-like protein 7,586,65992,Nucleus; Cytoplasm,Low,1428.1750559500538
4282,KLHL8,Q9P2G9,Kelch-like protein 8,620,68802,,Medium,
4283,KLHL9,Q9P2J3,Kelch-like protein 9,617,69429,,Low,3157.6427758434234
4284,KMT2A,Q03164,Histone-lysine N-methyltransferase 2A,3969,431764,Nucleus,Very Low,275.6556511921305
4285,KMT2B,Q9UMN6,Histone-lysine N-methyltransferase 2B,2715,293515,Nucleus,Medium,
4286,KMT2C,Q8NEZ4,Histone-lysine N-methyltransferase 2C,4911,541370,Nucleus,Very Low,
4287,KMT2D,O14686,Histone-lysine N-methyltransferase 2D,5537,593389,Nucleus,Low  ,
4288,KMT2E,Q8IZD2,Inactive histone-lysine N-methyltransferase 2E (Inactive lysine N-methyltransferase 2E) (Myeloid/lymphoid or mixed-lineage leukemia protein 5),1858,204965,"Chromosome; Cytoplasm, cytoskeleton, microtubule organizing center, centrosome; Nucleus speckle.;[Isoform 3]: Nucleus, nucleoplasm; Nucleus speckle.;[Isoform NKp44L]: Cytoplasm; Cell membrane",Very Low,
4289,KMT5A,Q9NQR1,N-lysine methyltransferase KMT5A,393,42890,Nucleus; Chromosome,Very Low,
4290,KMT5C,Q86Y97,Histone-lysine N-methyltransferase KMT5C,462,52113,Nucleus; Chromosome,Medium,
4291,KNDC1,Q76NI1,Kise non-catalytic C-lobe domain-containing protein 1,1749,191397,"Cell projection, dendrite; Perikaryon",Medium,
4292,KNOP1,Q1ED39,Lysine-rich nucleolar protein 1,458,51589,"Nucleus, nucleolus",Low,2146.483198595462
4293,KNTC1,P50748,Kinetochore-associated protein 1,2209,250749,"Cytoplasm; Nucleus; Chromosome, centromere, kinetochore; Cytoplasm, cytoskeleton, spindle",High,
4294,KPNA1,P52294,Importin subunit alpha-5,538,60222,Cytoplasm; Nucleus,High,53989.81438176294
4295,KPNA2,P52292,Importin subunit alpha-1,529,57862,Cytoplasm; Nucleus.;Endoplasmic reticulum membrane; Golgi apparatus membrane,High,88933.36720984866
4296,KPNA3,O00505,Importin subunit alpha-4,521,57811,Cytoplasm; Nucleus,High,119527.9923569838
4297,KPNA4,O00629,Importin subunit alpha-3,521,57887,Cytoplasm; Nucleus,Low,4873.492206407153
4298,KPNA5,O15131,Importin subunit alpha-6,539,60666,Cytoplasm,Medium,16999.247225417144
4299,KPNA6,O60684,Importin subunit alpha-7,536,60030,,Medium,24903.89136975658
4300,KPNB1,Q14974,Importin subunit beta-1,876,97170,Cytoplasm; Nucleus envelope,High,187190.996167216
4301,KPTN,Q9Y664,KICSTOR complex protein kaptin,436,48080,"Lysosome membrane; Cell projection, lamellipodium; Cell projection, stereocilium",Medium,
4302,KRAS,P01116,GTPase KRas,189,21656,"Cell membrane; Endomembrane system; Cytoplasm, cytosol.;[Isoform 2B]: Cell membrane",Medium,23721.893682844286
4303,KRBA2,Q6ZNG9,KRAB-A domain-containing protein 2,492,56205,,Low  ,
4304,KRI1,Q8N9T8,Protein KRI1 homolog,703,82598,,Low,1053.3592454202687
4305,KRIT1,O00522,Krev interaction trapped protein 1,736,84348,"Cytoplasm, cytoskeleton; Cell membrane; Peripheral membrane protein; Cell junction",Medium,
4306,KRR1,Q13601,KRR1 small subunit processome component homolog,381,43665,"Nucleus, nucleolus.;Nucleus; Cytoplasm",Low,5665.899597544107
4307,KRTCAP2,Q8N6L1,Keratinocyte-associated protein 2,136,14679,Endoplasmic reticulum; Endoplasmic reticulum membrane,Medium,5922.390035237191
4308,KSR1,Q8IVT5,Kise suppressor of Ras 1,923,102160,"Cytoplasm; Membrane; Cell membrane; Cell projection, ruffle membrane; Endoplasmic reticulum membrane",Low,3128.4604324740767
4309,KSR2,Q6VAB6,Kise suppressor of Ras 2,950,107632,Cytoplasm; Membrane,Low  ,929.3165103197153
4310,KTI12,Q96EK9,Protein KTI12 homolog,354,38616,,High,
4311,KTN1,Q86UP2,Kinectin,1357,156275,Endoplasmic reticulum membrane; Single-pass type II membrane protein,Medium,38093.91521843682
4312,KXD1,Q9BQD3,KxDL motif-containing protein 1,176,19668,Lysosome membrane,High,80071.42050417633
4313,KY,Q8NBH2,Kyphoscoliosis peptidase (EC 3.4.-.-),661,75153,"Cytoplasm, cytoskeleton; Cytoplasm, myofibril, sarcomere, Z line",Medium,
4314,KYAT1,Q16773,Kynurenine--oxoglutarate transamise 1,422,47875,"Cytoplasm, cytosol",Low,3035.5713742237785
4315,KYAT3,Q6YP21,Kynurenine--oxoglutarate transamise 3,454,51400,,Medium,18532.347668305
4316,L1CAM,P32004,Neural cell adhesion molecule L1,1257,140003,"Cell membrane; Cell projection, growth cone; Cell projection, axon",High,237169.38391715864
4317,L1RE1,Q9UN81,LINE-1 retrotransposable element ORF1 protein,338,40056,"Nucleus, nucleolus; Cytoplasm; Cytoplasm, Cytoplasmic ribonucleoprotein granule; Cytoplasm, Stress granule",Medium,11982.506396207727
4318,L2HGDH,Q9H9P8,"L-2-hydroxyglutarate dehydrogese, mitochondrial",463,50316,Mitochondrion,Low,6813.7009112734395
4319,L3HYPDH,Q96EM0,Trans-3-hydroxy-L-proline dehydratase,354,38138,,Very Low,
4320,L3MBTL2,Q969R5,Lethal(3)malignt brain tumor-like protein 2,705,79110,Nucleus,Medium,
4321,L3MBTL3,Q96JM7,Lethal(3)malignt brain tumor-like protein 3,780,88337,Nucleus,Very Low,597.068088816145
4322,LACC1,Q8IV20,Purine nucleoside phosphorylase LACC1,430,47780,Cytoplasm; Nucleus; Endoplasmic reticulum; Peroxisome,Medium,
4323,LACTB,P83111,"Serine beta-lactamase-like protein LACTB, mitochondrial",547,60694,Mitochondrion,Low,5375.033509734099
4324,LACTB2,Q53H82,Endoribonuclease LACTB2,288,32806,Mitochondrion matrix,Low,1496.6399399402017
4325,LAGE3,Q14657,EKC/KEOPS complex subunit LAGE3 (L antigen family member 3) (Protein ESO-3) (Protein ITBA2),143,14804,Cytoplasm; Nucleus,Medium,18854.6841122984
4326,LAMA1,P25391,Laminin subunit alpha-1,3075,337084,"Secreted, extracellular space, extracellular matrix, basement membrane",High,
4327,LAMA4,Q16363,Laminin subunit alpha-4 (Laminin-14 subunit alpha) (Laminin-8 subunit alpha) (Laminin-9 subunit alpha),1823,202524,"Secreted, extracellular space, extracellular matrix, basement membrane; Secreted",Very Low,
4328,LAMA5,O15230,Laminin subunit alpha-5,3695,399737,"Secreted, extracellular space, extracellular matrix, basement membrane",Low,1746.4675546839849
4329,LAMB1,P07942,Laminin subunit beta-1,1786,198038,"Secreted, extracellular space, extracellular matrix, basement membrane",Very Low,111.29327837562586
4330,LAMB2,P55268,Laminin subunit beta-2,1798,195981,"Secreted, extracellular space, extracellular matrix, basement membrane",Low  ,1123.5776437413504
4331,LAMC1,P11047,Laminin subunit gamma-1,1609,177603,"Secreted, extracellular space, extracellular matrix, basement membrane",High,35273.36359150597
4332,LAMP1,P11279,Lysosome-associated membrane glycoprotein 1,417,44882,Cell membrane; Endosome membrane; Single-pass type I membrane protein; Lysosome membrane; Late endosome membrane; Cytolytic granule membrane,High,112984.41829164945
4333,LAMP2,P13473,Lysosome-associated membrane glycoprotein 2,410,44961,"Cell membrane; Endosome membrane; Lysosome membrane; Cytoplasmic vesicle, autophagosome membrane",Medium,13581.417213932451
4334,LAMP5,Q9UJQ1,Lysosome-associated membrane glycoprotein 5,280,31472,"Cell membrane; Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane; Endoplasmic reticulum-Golgi intermediate compartment membrane; Endosome membrane; Cytoplasmic vesicle membrane; Cell projection, dendrite; Cell projection, growth cone membrane; Early endosome membrane; Recycling endosome",Low  ,
